imc,maigreur_1_19_ans,maigreur_5_9_ans,vaccination_hepatite_b,vaccination_polio,vaccination_diphterie,cas_rougeole,id_sante
22.3,7.2,7.3,79.0,72.0,73.0,899,493
21.8,7.4,7.5,79.0,66.0,66.0,1448,494
21.3,7.5,7.7,79.0,61.0,63.0,23934,495
2.9,7.7,7.8,79.0,57.0,62.0,14629,496
67.0,0.6,0.5,55.0,91.0,91.0,195,497
66.4,0.5,0.5,55.0,91.0,91.0,418,498
65.8,0.5,0.5,55.0,91.0,91.0,83,499
65.3,0.5,0.5,7.0,99.0,95.0,10,500
64.7,0.5,0.5,7.0,87.0,87.0,803,501
64.1,0.5,0.4,56.0,88.0,89.0,99,502
63.6,0.5,0.4,42.0,89.0,91.0,14,503
63.0,0.5,0.4,28.0,89.0,92.0,62,504
62.5,0.5,0.4,14.0,9.0,94.0,101,505
61.9,0.5,0.4,14.0,95.0,95.0,13,506
61.3,0.5,0.4,14.0,93.0,93.0,6,507
6.6,0.5,0.4,14.0,91.0,91.0,7,508
6.0,0.5,0.4,14.0,88.0,91.0,15,509
59.3,0.5,0.4,14.0,88.0,88.0,6,510
58.5,0.5,0.4,14.0,88.0,89.0,34,511
57.8,0.5,0.5,14.0,88.0,89.0,206,512
22.7,8.2,8.2,47.0,47.0,47.0,150,513
22.1,8.4,8.3,47.0,47.0,47.0,210,514
21.6,8.5,8.5,23.0,23.0,23.0,596,515
21.2,8.7,8.6,47.0,47.0,47.0,141,516
2.7,8.8,8.8,47.0,47.0,47.0,679,517
2.2,9.0,8.9,45.0,46.0,45.0,2,518
19.8,9.1,9.1,42.0,45.0,42.0,11,519
19.4,9.3,9.2,42.0,46.0,45.0,12,520
19.0,9.4,9.4,42.0,46.0,48.0,49,521
18.6,9.6,9.6,42.0,47.0,51.0,3,522
18.2,9.7,9.7,42.0,47.0,54.0,471,523
17.9,9.9,9.9,42.0,45.0,51.0,1233,524
17.5,1.0,1.1,42.0,44.0,47.0,652,525
17.2,1.2,1.2,42.0,42.0,44.0,938,526
16.8,1.4,1.4,42.0,4.0,4.0,2837,527
16.5,1.5,1.5,42.0,38.0,37.0,3207,528
19.1,8.5,8.4,46.0,52.0,46.0,418,529
18.7,8.7,8.5,37.0,44.0,37.0,1275,530
18.2,8.8,8.7,39.0,46.0,39.0,226,531
17.9,9.0,8.9,4.0,51.0,4.0,120,532
17.5,9.2,9.1,33.0,4.0,33.0,8650,533
17.1,9.4,9.3,39.0,43.0,39.0,194,534
16.7,9.6,9.5,24.0,32.0,24.0,165,535
16.4,9.8,9.7,17.0,3.0,19.0,63,536
16.1,1.0,1.0,17.0,38.0,28.0,441,537
15.7,1.3,1.2,17.0,49.0,4.0,1594,538
15.4,1.5,1.4,17.0,37.0,25.0,2,539
15.1,1.7,1.6,17.0,31.0,21.0,10324,540
14.8,1.9,1.8,17.0,36.0,23.0,15801,541
14.4,11.1,11.0,17.0,31.0,25.0,7277,542
14.1,11.3,11.2,17.0,26.0,26.0,24908,543
13.9,11.5,11.4,17.0,3.0,36.0,3546,544
63.8,0.8,0.8,97.0,96.0,96.0,9,545
63.1,0.8,0.8,95.0,95.0,95.0,0,546
62.5,0.8,0.8,9.0,9.0,91.0,0,547
61.8,0.8,0.8,9.0,9.0,9.0,0,548
61.2,0.8,0.8,94.0,93.0,94.0,6,549
6.6,0.8,0.9,92.0,92.0,92.0,0,550
59.9,0.8,0.9,94.0,94.0,94.0,1,551
59.3,0.9,0.9,95.0,95.0,95.0,0,552
58.7,0.9,0.9,92.0,95.0,96.0,0,553
58.1,0.9,0.9,95.0,94.0,94.0,0,554
57.4,0.9,1.0,95.0,92.0,91.0,0,555
56.8,0.9,1.0,95.0,94.0,93.0,0,556
56.1,1.0,1.0,95.0,96.0,96.0,1,557
55.4,1.0,1.0,95.0,97.0,97.0,0,558
54.7,1.0,1.0,95.0,96.0,97.0,0,559
54.0,1.1,1.1,95.0,91.0,91.0,0,560
32.9,3.6,2.9,99.0,99.0,99.0,42361,561
31.9,3.7,3.0,99.0,99.0,99.0,52628,562
3.9,3.8,3.2,99.0,99.0,99.0,26883,563
3.0,3.9,3.3,99.0,99.0,99.0,6183,564
29.0,4.1,3.5,99.0,99.0,99.0,9943,565
28.1,4.2,3.6,99.0,99.0,99.0,38159,566
27.3,4.4,3.8,99.0,99.0,99.0,52461,567
26.5,4.5,4.0,95.0,99.0,97.0,131441,568
25.7,4.7,4.1,92.0,94.0,93.0,109023,569
24.9,4.8,4.3,91.0,94.0,93.0,99602,570
24.1,5.0,4.4,84.0,87.0,87.0,124219,571
23.4,5.1,4.6,79.0,87.0,87.0,70549,572
22.6,5.3,4.7,75.0,87.0,86.0,71879,573
21.9,5.5,4.9,7.0,86.0,86.0,58341,574
21.2,5.7,5.0,65.0,86.0,86.0,88962,575
2.5,5.9,5.1,6.0,86.0,85.0,71093,576
57.9,2.1,1.9,91.0,91.0,91.0,1,577
57.2,2.1,1.9,9.0,9.0,9.0,0,578
56.4,2.1,1.9,91.0,91.0,91.0,1,579
55.7,2.1,1.9,92.0,91.0,91.0,1,580
55.0,2.2,2.0,85.0,85.0,85.0,6,581
54.2,2.2,2.0,88.0,88.0,88.0,0,582
53.5,2.2,2.0,92.0,92.0,92.0,0,583
52.8,2.3,2.0,92.0,92.0,92.0,0,584
52.0,2.3,2.1,93.0,93.0,93.0,0,585
51.3,2.3,2.1,93.0,94.0,93.0,0,586
5.5,2.4,2.1,93.0,93.0,93.0,0,587
49.8,2.4,2.2,89.0,89.0,89.0,0,588
49.0,2.5,2.2,92.0,92.0,92.0,0,589
48.2,2.5,2.3,78.0,83.0,81.0,139,590
47.5,2.5,2.3,8.0,83.0,8.0,3,591
46.7,2.6,2.3,78.0,82.0,79.0,1,592
24.2,6.7,6.5,91.0,92.0,91.0,0,593
23.7,6.8,6.6,88.0,87.0,87.0,0,594
23.2,6.8,6.6,88.0,85.0,87.0,0,595
22.6,6.9,6.7,89.0,85.0,86.0,1,596
22.1,7.0,6.8,83.0,85.0,83.0,3,597
21.6,7.1,6.9,74.0,82.0,74.0,0,598
21.1,7.2,7.0,83.0,84.0,83.0,1,599
2.6,7.2,7.1,81.0,81.0,81.0,0,600
2.1,7.3,7.2,75.0,75.0,75.0,0,601
19.6,7.4,7.3,69.0,69.0,69.0,85,602
19.2,7.5,7.4,68.0,67.0,68.0,912,603
18.8,7.5,7.5,77.0,73.0,76.0,0,604
18.4,7.6,7.6,28.0,8.0,8.0,0,605
18.0,7.7,7.7,28.0,98.0,89.0,0,606
17.6,7.8,7.8,28.0,7.0,7.0,0,607
17.3,7.9,7.9,28.0,7.0,7.0,0,608
27.4,7.5,7.1,8.0,8.0,8.0,1359,609
26.8,7.6,7.3,9.0,9.0,9.0,71,610
26.2,7.7,7.4,85.0,85.0,85.0,124,611
25.6,7.9,7.5,62.0,61.0,85.0,260,612
25.0,8.0,7.6,7.0,69.0,82.0,315,613
24.5,8.1,7.7,74.0,72.0,74.0,4,614
23.9,8.3,7.9,75.0,76.0,78.0,1,615
23.3,8.4,8.0,73.0,77.0,79.0,2,616
22.8,8.5,8.2,64.0,71.0,72.0,84,617
22.3,8.7,8.3,64.0,73.0,73.0,126,618
21.7,8.8,8.5,64.0,62.0,62.0,146,619
21.2,9.0,8.6,64.0,67.0,67.0,3524,620
2.7,9.1,8.8,64.0,5.0,5.0,3712,621
2.3,9.3,8.9,64.0,41.0,41.0,2788,622
19.8,9.4,9.0,64.0,32.0,31.0,2152,623
19.3,9.5,9.2,64.0,31.0,33.0,1678,624
6.5,1.7,1.7,92.0,92.0,92.0,0,625
59.5,1.7,1.7,91.0,91.0,91.0,1,626
58.5,1.7,1.7,94.0,95.0,95.0,0,627
57.5,1.8,1.7,91.0,9.0,91.0,0,628
56.5,1.8,1.7,84.0,82.0,85.0,0,629
55.5,1.8,1.8,89.0,93.0,88.0,0,630
54.4,1.9,1.8,87.0,8.0,86.0,0,631
53.4,1.9,1.8,89.0,89.0,9.0,0,632
52.4,1.9,1.9,89.0,89.0,89.0,0,633
51.4,2.0,1.9,88.0,89.0,89.0,0,634
5.3,2.0,2.0,9.0,91.0,91.0,1,635
49.3,2.1,2.0,89.0,9.0,9.0,0,636
48.3,2.2,2.1,86.0,88.0,88.0,1,637
47.3,2.2,2.2,94.0,94.0,94.0,0,638
46.4,2.3,2.2,8.0,92.0,91.0,0,639
45.4,2.4,2.3,89.0,8.0,88.0,0,640
63.7,1.5,1.4,94.0,94.0,94.0,206,641
63.1,1.5,1.5,95.0,95.0,95.0,0,642
62.5,1.5,1.5,96.0,96.0,96.0,0,643
61.9,1.5,1.5,98.0,96.0,96.0,2,644
61.3,1.6,1.5,97.0,96.0,96.0,12,645
6.6,1.6,1.6,97.0,97.0,97.0,7,646
6.0,1.7,1.6,97.0,96.0,96.0,2,647
59.4,1.7,1.7,97.0,96.0,96.0,51,648
58.7,1.8,1.7,95.0,96.0,96.0,0,649
58.1,1.8,1.8,95.0,96.0,96.0,1,650
57.5,1.8,1.8,95.0,96.0,96.0,2,651
56.9,1.9,1.9,95.0,96.0,96.0,54,652
56.3,1.9,1.9,95.0,95.0,94.0,19,653
55.8,2.0,2.0,95.0,95.0,95.0,6,654
55.2,2.0,2.0,95.0,94.0,94.0,8,655
54.7,2.1,2.1,95.0,94.0,93.0,9,656
61.4,3.5,3.3,99.0,99.0,99.0,0,657
6.7,3.4,3.3,97.0,99.0,99.0,0,658
59.9,3.4,3.3,96.0,99.0,99.0,0,659
59.2,3.4,3.2,96.0,98.0,99.0,0,660
58.4,3.4,3.2,96.0,99.0,97.0,0,661
57.7,3.4,3.2,96.0,99.0,96.0,0,662
56.9,3.4,3.2,96.0,99.0,96.0,0,663
56.2,3.4,3.2,95.0,99.0,95.0,0,664
55.4,3.4,3.2,93.0,99.0,93.0,0,665
54.6,3.4,3.2,89.0,99.0,89.0,0,666
53.8,3.4,3.3,95.0,99.0,89.0,0,667
53.0,3.4,3.3,99.0,98.0,88.0,0,668
52.1,3.5,3.3,99.0,98.0,72.0,0,669
51.3,3.5,3.3,98.0,98.0,99.0,0,670
5.4,3.6,3.4,98.0,99.0,98.0,0,671
49.4,3.6,3.4,98.0,98.0,95.0,0,672
6.3,1.0,1.0,97.0,97.0,97.0,0,673
59.8,0.9,1.0,96.0,99.0,99.0,10,674
59.2,0.9,1.0,96.0,99.0,99.0,0,675
58.7,0.9,1.0,96.0,99.0,99.0,1,676
58.3,0.9,1.0,96.0,99.0,99.0,0,677
57.8,0.9,1.0,96.0,99.0,99.0,18,678
57.3,0.9,1.0,96.0,99.0,99.0,0,679
56.8,0.9,1.0,93.0,97.0,97.0,1,680
56.3,0.9,1.0,93.0,97.0,97.0,0,681
55.8,0.9,1.0,93.0,97.0,97.0,0,682
55.3,0.9,1.0,88.0,98.0,98.0,1,683
54.8,0.9,1.0,88.0,98.0,98.0,0,684
54.3,0.9,1.0,88.0,98.0,98.0,0,685
53.8,0.9,1.0,88.0,98.0,98.0,0,686
53.3,0.9,1.0,89.0,97.0,97.0,0,687
52.8,0.9,1.0,89.0,97.0,97.0,0,688
66.1,1.8,1.8,97.0,97.0,97.0,9,689
65.6,1.8,1.9,99.0,99.0,97.0,222,690
65.1,1.8,1.9,99.0,99.0,98.0,15,691
64.5,1.8,1.9,99.0,99.0,99.0,22,692
64.0,1.9,1.9,99.0,99.0,99.0,17,693
63.6,1.9,2.0,99.0,99.0,99.0,0,694
63.1,1.9,2.0,99.0,99.0,99.0,5,695
62.6,1.9,2.0,99.0,99.0,99.0,2,696
62.2,2.0,2.1,99.0,99.0,99.0,2,697
61.8,2.0,2.1,98.0,98.0,98.0,7,698
61.3,2.1,2.1,99.0,96.0,97.0,0,699
6.8,2.1,2.2,98.0,96.0,98.0,17,700
6.4,2.2,2.2,92.0,97.0,97.0,30,701
59.9,2.2,2.3,86.0,97.0,98.0,4,702
59.4,2.2,2.3,86.0,97.0,98.0,6,703
59.0,2.3,2.3,86.0,98.0,98.0,9,704
32.9,4.9,4.9,96.0,99.0,96.0,0,705
32.4,4.9,4.9,93.0,99.0,93.0,3,706
31.8,5.0,5.0,93.0,99.0,93.0,0,707
31.3,5.1,5.1,96.0,99.0,96.0,0,708
3.8,5.1,5.2,94.0,99.0,94.0,0,709
3.3,5.2,5.2,93.0,99.0,93.0,0,710
29.7,5.3,5.3,93.0,98.0,93.0,0,711
29.2,5.4,5.4,92.0,98.0,92.0,8,712
28.7,5.5,5.5,92.0,99.0,92.0,3550,713
28.2,5.6,5.6,96.0,98.0,89.0,0,714
27.7,5.7,5.7,92.0,97.0,79.0,0,715
27.2,5.7,5.7,98.0,99.0,72.0,0,716
26.7,5.8,5.8,27.0,99.0,68.0,0,717
26.2,5.9,5.9,27.0,99.0,64.0,0,718
25.7,5.9,6.0,27.0,98.0,62.0,0,719
25.2,6.0,6.0,27.0,93.0,56.0,0,720
21.6,9.5,9.3,81.0,78.0,81.0,5020,721
21.1,9.7,9.5,8.0,79.0,8.0,33711,722
2.6,9.9,9.6,74.0,74.0,74.0,88381,723
2.1,1.0,9.8,75.0,76.0,75.0,72029,724
19.6,1.2,1.0,74.0,77.0,74.0,133802,725
19.1,1.4,1.2,6.0,76.0,6.0,5407,726
18.6,1.6,1.4,72.0,78.0,72.0,57,727
18.2,1.8,1.7,65.0,64.0,65.0,12461,728
17.8,11.1,1.9,7.0,72.0,7.0,55577,729
17.3,11.3,11.1,7.0,62.0,62.0,80123,730
16.9,11.5,11.3,7.0,6.0,6.0,182485,731
16.5,11.7,11.5,7.0,52.0,54.0,44934,732
16.1,11.9,11.7,7.0,47.0,41.0,21956,733
15.7,12.1,11.9,7.0,4.0,38.0,30466,734
15.3,12.2,12.1,7.0,3.0,3.0,8072,735
14.9,12.4,12.3,7.0,42.0,4.0,8282,736
58.8,1.1,0.9,89.0,93.0,93.0,9,737
58.4,1.1,0.9,89.0,94.0,94.0,27,738
58.1,1.1,0.9,89.0,94.0,94.0,17,739
57.7,1.1,0.9,89.0,94.0,94.0,2,740
57.4,1.1,0.9,89.0,91.0,91.0,84,741
57.0,1.1,0.9,89.0,9.0,9.0,5,742
56.6,1.1,0.9,89.0,89.0,89.0,6,743
56.3,1.1,0.9,89.0,88.0,88.0,14,744
55.9,1.2,0.9,89.0,87.0,87.0,2,745
55.4,1.2,0.9,89.0,93.0,93.0,27,746
55.0,1.2,1.0,89.0,93.0,93.0,2,747
54.4,1.2,1.0,89.0,95.0,95.0,0,748
53.9,1.2,1.0,89.0,96.0,96.0,0,749
53.3,1.2,1.0,89.0,98.0,98.0,32,750
52.8,1.3,1.0,89.0,97.0,97.0,11,751
52.2,1.3,1.0,89.0,97.0,97.0,14,752
35.0,5.6,5.4,84.0,84.0,84.0,47,753
34.4,5.6,5.4,78.0,78.0,78.0,0,754
33.8,5.6,5.4,82.0,82.0,82.0,28,755
33.2,5.6,5.5,81.0,81.0,81.0,709,756
32.7,5.6,5.5,87.0,87.0,87.0,49,757
32.2,5.6,5.6,88.0,88.0,88.0,7,758
31.7,5.7,5.6,89.0,89.0,89.0,48,759
31.3,5.7,5.6,88.0,89.0,89.0,143,760
3.9,5.8,5.7,25.0,88.0,88.0,24,761
3.6,5.8,5.7,25.0,72.0,72.0,49,762
3.2,5.9,5.8,25.0,71.0,71.0,298,763
29.8,6.0,5.9,25.0,64.0,64.0,71,764
29.4,6.1,5.9,25.0,68.0,68.0,37,765
29.0,6.2,6.0,25.0,62.0,62.0,50,766
28.6,6.3,6.1,25.0,49.0,53.0,79,767
28.2,6.4,6.1,25.0,46.0,46.0,183,768
58.9,3.3,3.2,81.0,87.0,85.0,0,769
57.9,3.3,3.2,89.0,9.0,91.0,0,770
56.8,3.3,3.2,8.0,82.0,83.0,0,771
55.8,3.3,3.2,74.0,85.0,85.0,0,772
54.7,3.3,3.2,8.0,84.0,84.0,2,773
53.6,3.3,3.3,83.0,85.0,88.0,0,774
52.6,3.4,3.3,8.0,85.0,82.0,0,775
51.5,3.4,3.3,81.0,86.0,82.0,0,776
5.4,3.4,3.4,81.0,86.0,85.0,0,777
49.3,3.5,3.4,84.0,88.0,89.0,0,778
48.2,3.5,3.4,87.0,86.0,87.0,0,779
47.2,3.6,3.5,82.0,66.0,79.0,0,780
46.1,3.6,3.5,79.0,65.0,79.0,0,781
45.1,3.7,3.6,63.0,74.0,82.0,0,782
44.1,3.8,3.6,66.0,71.0,72.0,113,783
43.1,3.8,3.7,68.0,71.0,78.0,253,784
54.2,1.2,1.1,78.0,84.0,78.0,0,785
53.5,1.2,1.1,83.0,84.0,83.0,0,786
52.8,1.3,1.1,87.0,87.0,87.0,0,787
52.1,1.3,1.2,88.0,85.0,87.0,72,788
51.4,1.3,1.2,88.0,85.0,88.0,257,789
5.7,1.3,1.2,9.0,88.0,91.0,0,790
5.0,1.3,1.2,91.0,91.0,94.0,0,791
49.3,1.3,1.2,93.0,94.0,96.0,1,792
48.6,1.4,1.3,94.0,95.0,96.0,0,793
47.9,1.4,1.3,96.0,92.0,96.0,0,794
47.2,1.4,1.3,92.0,89.0,92.0,0,795
46.5,1.5,1.3,88.0,9.0,88.0,0,796
45.8,1.5,1.4,82.0,97.0,87.0,0,797
45.1,1.5,1.4,75.0,88.0,88.0,0,798
44.3,1.6,1.5,69.0,9.0,89.0,2,799
43.6,1.6,1.5,36.0,83.0,87.0,0,800
61.1,2.8,2.8,93.0,93.0,93.0,5432,801
6.2,2.8,2.8,94.0,94.0,94.0,1314,802
59.4,2.9,2.8,97.0,97.0,97.0,405,803
58.6,2.9,2.8,93.0,93.0,93.0,245,804
57.8,2.9,2.9,96.0,96.0,96.0,26,805
57.0,3.0,2.9,97.0,97.0,97.0,16,806
56.2,3.0,3.0,97.0,97.0,97.0,608,807
55.5,3.1,3.0,97.0,97.0,97.0,668,808
54.8,3.1,3.1,98.0,98.0,98.0,1684,809
54.2,3.2,3.1,98.0,98.0,98.0,953,810
53.5,3.2,3.2,98.0,98.0,98.0,77,811
52.9,3.3,3.2,97.0,97.0,97.0,80,812
52.3,3.3,3.3,98.0,98.0,98.0,164,813
51.8,3.4,3.4,97.0,97.0,97.0,653,814
51.2,3.5,3.4,99.0,99.0,99.0,2150,815
5.7,3.6,3.5,98.0,98.0,98.0,2633,816
56.1,1.6,1.5,91.0,92.0,91.0,0,817
55.4,1.6,1.6,93.0,93.0,94.0,0,818
54.7,1.6,1.6,92.0,92.0,92.0,0,819
54.1,1.6,1.6,92.0,93.0,92.0,0,820
53.4,1.7,1.6,89.0,9.0,89.0,0,821
52.8,1.7,1.6,89.0,89.0,89.0,0,822
52.1,1.7,1.6,91.0,91.0,91.0,0,823
51.4,1.8,1.7,98.0,98.0,98.0,0,824
5.8,1.8,1.7,99.0,99.0,99.0,0,825
5.1,1.8,1.7,96.0,96.0,96.0,0,826
49.4,1.9,1.8,89.0,89.0,89.0,0,827
48.6,1.9,1.8,9.0,9.0,9.0,0,828
47.8,2.0,1.9,94.0,93.0,94.0,0,829
47.0,2.0,1.9,81.0,81.0,81.0,0,830
46.2,2.1,2.0,75.0,94.0,92.0,2,831
45.3,2.1,2.0,99.0,98.0,99.0,0,832
24.5,8.4,8.3,16.0,17.0,16.0,1250,833
24.0,8.5,8.4,2.0,24.0,2.0,13,834
23.5,8.6,8.6,2.0,3.0,3.0,321,835
23.0,8.7,8.7,2.0,3.0,24.0,1190,836
22.6,8.9,8.8,2.0,39.0,41.0,0,837
22.1,9.0,9.0,2.0,59.0,44.0,0,838
21.7,9.2,9.2,2.0,57.0,43.0,78,839
21.3,9.3,9.3,2.0,55.0,42.0,436,840
2.9,9.5,9.5,2.0,54.0,41.0,5,841
2.5,9.7,9.6,2.0,52.0,4.0,0,842
2.2,9.8,9.8,2.0,5.0,39.0,0,843
19.8,1.0,1.0,2.0,48.0,38.0,38,844
19.5,1.2,1.1,2.0,46.0,37.0,18,845
19.1,1.4,1.3,2.0,44.0,36.0,24,846
18.7,1.6,1.4,2.0,43.0,35.0,1339,847
18.3,1.7,1.6,2.0,41.0,34.0,0,848
18.6,8.4,8.2,95.0,95.0,95.0,198,849
18.0,8.5,8.3,94.0,94.0,94.0,127,850
17.5,8.6,8.4,94.0,94.0,94.0,45,851
17.0,8.7,8.6,94.0,94.0,94.0,194,852
16.5,8.8,8.7,96.0,96.0,96.0,48,853
16.0,8.9,8.8,9.0,9.0,9.0,51,854
15.5,9.0,8.9,92.0,92.0,92.0,82,855
15.1,9.1,9.1,94.0,94.0,94.0,0,856
14.7,9.2,9.2,91.0,91.0,91.0,55,857
14.3,9.3,9.3,94.0,94.0,94.0,128,858
13.9,9.4,9.5,96.0,96.0,96.0,19,859
13.6,9.6,9.6,84.0,98.0,98.0,24,860
13.3,9.7,9.7,91.0,95.0,93.0,376,861
13.1,9.9,9.9,86.0,92.0,9.0,460,862
12.8,1.0,1.0,86.0,89.0,86.0,204,863
12.6,1.2,1.1,86.0,82.0,81.0,789,864
59.9,1.9,1.9,91.0,93.0,93.0,4,865
59.4,1.9,1.9,93.0,93.0,93.0,0,866
59.0,1.9,1.9,93.0,94.0,94.0,2,867
58.5,1.9,1.9,94.0,94.0,94.0,4,868
58.0,1.9,2.0,94.0,93.0,93.0,7,869
57.6,1.9,2.0,94.0,94.0,94.0,0,870
57.1,2.0,2.0,95.0,95.0,95.0,0,871
56.7,2.0,2.1,94.0,95.0,95.0,0,872
56.3,2.0,2.1,95.0,95.0,95.0,1,873
55.9,2.1,2.2,95.0,95.0,95.0,27,874
55.5,2.1,2.2,95.0,96.0,96.0,2,875
55.2,2.2,2.3,9.0,95.0,94.0,0,876
54.9,2.2,2.3,9.0,95.0,94.0,0,877
54.6,2.3,2.4,9.0,94.0,94.0,0,878
54.3,2.4,2.5,9.0,94.0,94.0,0,879
54.0,2.5,2.5,9.0,93.0,93.0,9,880
17.6,1.4,1.2,77.0,75.0,77.0,17745,881
17.2,1.5,1.3,77.0,75.0,77.0,12739,882
16.8,1.6,1.4,72.0,7.0,72.0,5253,883
16.4,1.7,1.5,69.0,7.0,69.0,4347,884
16.0,1.9,1.6,65.0,7.0,65.0,3255,885
15.6,11.0,1.7,62.0,69.0,61.0,4235,886
15.3,11.1,1.8,56.0,65.0,58.0,1176,887
14.9,11.2,1.9,52.0,63.0,54.0,3511,888
14.5,11.3,11.0,47.0,61.0,5.0,1446,889
14.2,11.4,11.1,47.0,59.0,46.0,1451,890
13.8,11.5,11.2,47.0,56.0,44.0,357,891
13.5,11.5,11.3,47.0,54.0,4.0,73,892
13.2,11.6,11.5,47.0,55.0,37.0,228,893
12.9,11.7,11.6,47.0,55.0,35.0,3332,894
12.6,11.8,11.7,47.0,55.0,32.0,2366,895
12.3,11.9,11.8,47.0,55.0,3.0,1660,896
62.7,4.0,3.7,99.0,99.0,99.0,0,897
61.9,4.0,3.7,99.0,99.0,99.0,0,898
61.1,4.0,3.7,99.0,99.0,99.0,0,899
6.2,4.0,3.7,99.0,99.0,99.0,0,900
59.5,4.0,3.7,99.0,99.0,99.0,0,901
58.7,4.0,3.7,99.0,99.0,99.0,0,902
58.0,4.0,3.7,99.0,99.0,99.0,1,903
57.3,4.0,3.7,99.0,99.0,99.0,0,904
56.6,4.1,3.8,99.0,99.0,99.0,0,905
55.9,4.1,3.8,99.0,98.0,98.0,136,906
55.1,4.1,3.8,99.0,97.0,96.0,0,907
54.2,4.2,3.9,99.0,96.0,95.0,37,908
53.2,4.2,3.9,99.0,95.0,94.0,305,909
52.2,4.2,3.9,99.0,94.0,93.0,304,910
51.2,4.3,4.0,98.0,92.0,91.0,17,911
5.2,4.3,4.0,98.0,91.0,9.0,0,912
62.1,0.9,0.8,89.0,97.0,97.0,2,913
61.7,0.9,0.8,89.0,98.0,98.0,0,914
61.4,0.9,0.8,89.0,98.0,98.0,2,915
61.0,0.9,0.8,89.0,99.0,99.0,0,916
6.6,0.9,0.8,89.0,99.0,99.0,27,917
6.2,0.9,0.8,89.0,99.0,99.0,5,918
59.8,0.9,0.8,89.0,99.0,99.0,2,919
59.4,0.9,0.8,89.0,97.0,99.0,5,920
59.0,0.9,0.8,89.0,97.0,99.0,0,921
58.6,0.9,0.8,89.0,97.0,97.0,0,922
58.1,0.9,0.8,89.0,97.0,97.0,1,923
57.6,0.9,0.8,89.0,96.0,98.0,0,924
57.1,0.9,0.8,89.0,96.0,98.0,0,925
56.6,0.9,0.8,89.0,95.0,98.0,0,926
56.1,0.9,0.8,89.0,95.0,98.0,1,927
55.5,0.9,0.9,89.0,96.0,99.0,0,928
62.5,0.7,0.6,86.0,98.0,98.0,157,929
62.0,0.6,0.6,83.0,98.0,98.0,267,930
61.6,0.6,0.6,74.0,99.0,99.0,272,931
61.1,0.6,0.6,78.0,99.0,99.0,0,932
6.6,0.6,0.6,74.0,99.0,99.0,14949,933
6.1,0.6,0.6,65.0,99.0,99.0,5048,934
59.6,0.6,0.6,51.0,98.0,98.0,1541,935
59.1,0.6,0.6,47.0,98.0,98.0,604,936
58.6,0.6,0.6,42.0,99.0,98.0,39,937
58.0,0.6,0.6,39.0,99.0,99.0,40,938
57.5,0.6,0.6,35.0,98.0,98.0,36,939
57.0,0.6,0.6,35.0,99.0,98.0,4448,940
56.4,0.6,0.6,28.0,96.0,97.0,0,941
55.8,0.7,0.6,29.0,97.0,97.0,5185,942
55.2,0.7,0.6,28.0,98.0,97.0,0,943
54.6,0.7,0.6,26.0,98.0,97.0,10000,944
36.3,6.1,5.9,8.0,79.0,8.0,27,945
35.8,6.1,6.0,7.0,68.0,7.0,33,946
35.2,6.2,6.1,79.0,77.0,79.0,122,947
34.6,6.3,6.2,82.0,8.0,82.0,2,948
34.1,6.4,6.3,75.0,75.0,75.0,2,949
33.5,6.5,6.4,67.0,68.0,67.0,1,950
33.0,6.7,6.5,79.0,74.0,76.0,0,951
32.4,6.8,6.6,82.0,81.0,82.0,3,952
31.9,6.9,6.8,75.0,78.0,81.0,0,953
31.4,7.1,6.9,52.0,44.0,45.0,90,954
3.8,7.2,7.1,28.0,44.0,45.0,0,955
3.3,7.4,7.2,28.0,44.0,45.0,63,956
29.8,7.5,7.4,28.0,44.0,45.0,0,957
29.2,7.7,7.5,28.0,44.0,45.0,110,958
28.7,7.8,7.7,28.0,44.0,45.0,5129,959
28.1,8.0,7.8,28.0,44.0,45.0,15,960
27.3,7.3,7.2,97.0,96.0,97.0,71,961
26.7,7.5,7.3,96.0,97.0,96.0,1,962
26.0,7.6,7.5,97.0,96.0,97.0,0,963
25.4,7.8,7.7,98.0,98.0,98.0,0,964
24.8,8.0,7.9,96.0,95.0,96.0,0,965
24.1,8.2,8.1,97.0,97.0,97.0,2,966
23.5,8.4,8.3,97.0,97.0,98.0,0,967
22.8,8.6,8.5,98.0,96.0,96.0,0,968
22.2,8.8,8.7,97.0,94.0,95.0,0,969
21.5,9.0,8.9,95.0,94.0,95.0,0,970
2.9,9.2,9.1,95.0,94.0,95.0,0,971
2.3,9.4,9.3,95.0,88.0,87.0,0,972
19.7,9.6,9.6,94.0,87.0,87.0,119,973
19.1,9.8,9.8,92.0,86.0,87.0,32,974
18.5,1.0,1.0,91.0,85.0,87.0,99,975
18.0,1.2,1.2,91.0,84.0,8.0,336,976
56.2,2.7,2.8,94.0,91.0,94.0,431,977
55.3,2.7,2.8,91.0,91.0,91.0,3188,978
54.4,2.7,2.8,96.0,94.0,93.0,7872,979
53.6,2.6,2.8,92.0,93.0,92.0,31,980
52.8,2.6,2.8,89.0,88.0,94.0,64,981
52.0,2.6,2.8,95.0,88.0,92.0,22,982
51.3,2.6,2.8,54.0,93.0,88.0,23,983
5.5,2.6,2.8,89.0,9.0,92.0,56,984
49.9,2.7,2.9,94.0,88.0,98.0,44,985
49.2,2.7,2.9,84.0,89.0,88.0,334,986
