indice_revenu,annees_scolarisation,consommation_alcool,depenses_sante_pourcentage,pib_habitant,id_socio
0.82,15.4,7.26,211.614293,1475.69242,546
0.815,15.2,7.93,177.4925143,1286.17764,547
0.816,15.3,7.67,181.525923,1243.32824,548
0.804,15.2,7.31,241.5533381,1781.3668,549
0.797,14.8,7.39,209.4875875,1526.87746,550
0.796,14.9,7.33,1275.689625,9484.681227,551
0.79,14.6,7.57,954.9644887,7615.3468,552
0.781,14.3,6.32,78.78564878,621.828325,553
0.775,14.0,6.37,584.0993429,4787.699532,554
0.768,13.9,6.06,675.7808443,4463.545867,555
0.761,13.7,6.1,687.5116825,4595.666327,556
0.755,13.5,6.24,74.14842946,511.368479,557
0.734,13.5,3.755,0.0,869.211938,558
0.723,13.1,5.78,109.8743903,7683.5238,559
0.713,12.7,5.79,9.955532032,777.77594,560
0.703,12.4,5.74,94.4344566,6337.882993,561
0.7,12.8,5.63,91.26749779,5633.79616,562
0.691,12.5,5.75,5.660754839,456.512487,563
0.682,12.2,4.88,50.28348923,3838.434292,564
0.672,11.9,4.27,39.22509728,3471.247547,565
0.659,11.4,3.88,312.6624819,2695.366223,566
0.646,11.0,3.28,29.74342979,299.229676,567
0.634,10.6,2.92,171.6596026,1753.4178,568
0.622,10.2,3.04,1.58668462,158.668462,569
0.61,9.9,2.96,122.9365349,1288.642924,570
0.6,9.7,2.91,106.3590358,1148.5857,571
0.592,9.6,2.84,14.23064496,153.1824,572
0.583,9.5,3.06,17.46057369,959.372181,573
0.724,13.6,3.755,0.0,644.525556,574
0.72,13.6,4.38,1435.487755,7913.383432,575
0.712,13.3,4.41,15.16255482,83.5863,576
0.707,13.2,4.44,1487.896562,7884.984429,577
0.7,13.0,4.37,184.3073618,7227.73968,578
0.695,12.8,4.28,113.2436346,625.65544,579
0.691,12.4,4.34,941.6464045,5148.422113,580
0.683,12.2,4.45,978.07041,5433.7245,581
0.675,11.9,4.66,780.5946749,4674.21961,582
0.669,11.5,4.53,62.43710774,379.78776,583
0.658,11.1,4.38,531.9808176,3386.256,584
0.658,11.3,4.26,42.17956418,274.249442,585
0.659,11.6,4.25,417.8038898,2246.257472,586
0.656,11.5,4.45,393.8773633,2355.725857,587
0.653,11.4,4.43,404.4205858,2395.856551,588
0.65,11.3,4.66,477.1341814,2472.197831,589
0.498,11.1,3.755,0.0,727.6463868,590
0.497,11.1,0.01,73.86584922,852.954379,591
0.49,10.9,0.01,61.57443584,834.341949,592
0.484,10.8,0.01,78.39008571,788.632653,593
0.479,10.6,0.12,59.6596497,829.7586885,594
0.476,10.5,0.15,47.30421873,769.1742883,595
0.465,10.3,0.17,56.98952474,778.5454199,596
0.461,10.2,0.12,93.36788979,795.97519,597
0.459,10.0,0.16,9.087638194,72.759313,598
0.451,9.9,0.25,77.0283958,648.38717,599
0.434,9.7,0.24,69.9675435,621.93372,600
0.0,9.5,0.27,7.212110766,616.4197236,601
0.0,9.2,0.26,45.09010835,544.566526,602
0.0,8.8,0.08,29.41897495,433.2691451,603
0.0,8.5,0.08,19.71741043,395.9319363,604
0.0,8.2,0.09,35.02948624,375.8528566,605
0.59,11.1,3.755,0.0,1693.4531885,606
0.581,11.1,0.01,0.0,1693.4531885,607
0.576,11.1,0.01,0.0,1693.4531885,608
0.557,10.2,0.01,0.0,1693.4531885,609
0.558,10.7,3.82,0.0,1693.4531885,610
0.548,10.5,3.53,0.0,1693.4531885,611
0.545,10.3,3.47,0.0,1693.4531885,612
0.527,10.0,2.58,0.0,1693.4531885,613
0.517,9.8,2.75,0.0,1693.4531885,614
0.507,9.6,2.25,0.0,1693.4531885,615
0.496,9.4,2.03,0.0,1693.4531885,616
0.497,9.2,2.58,0.0,1693.4531885,617
0.492,9.4,2.45,0.0,1693.4531885,618
0.488,9.5,2.55,0.0,1693.4531885,619
0.487,9.7,2.3,0.0,1693.4531885,620
0.487,9.8,2.26,0.0,1693.4531885,621
0.775,14.2,3.755,0.0,1146.36273,622
0.768,13.9,3.45,384.5129138,1647.44179,623
0.762,13.7,3.42,386.1379123,1569.66631,624
0.758,13.6,3.34,2568.237059,9985.36959,625
0.752,13.4,3.41,2429.854745,9186.59639,626
0.749,13.3,3.58,2377.010299,8199.414621,627
0.747,13.1,4.07,24.88720369,689.396224,628
0.74,12.9,4.22,1859.095621,6911.136136,629
0.734,12.8,4.2,150.8891479,612.623418,630
0.727,12.6,4.15,1185.412346,5245.187372,631
0.723,12.4,4.1,1002.833273,4697.11135,632
0.719,12.2,4.09,1043.10795,4425.57467,633
0.715,12.1,4.04,1070.268999,4167.71417,634
0.712,11.9,4.17,112.9493745,462.14965,635
0.708,11.7,4.29,868.3713593,3981.52847,636
0.702,11.6,4.34,94.17819458,388.363689,637
0.823,15.3,3.755,0.0,11579.6674,638
0.82,15.1,12.14,1884.098811,13467.46827,639
0.817,14.9,12.39,1899.107385,13574.749,640
0.815,14.6,11.49,1851.713262,13235.97757,641
0.808,14.5,12.19,1913.356642,14539.18421,642
0.803,14.2,12.1,206.8868182,1355.74586,643
0.803,14.2,12.21,2160.380199,14157.14416,644
0.8,14.3,12.06,2425.403891,15893.8656,645
0.793,14.3,12.56,2019.812779,13546.69872,646
0.783,13.9,11.83,1555.651986,11363.41845,647
0.777,13.6,11.59,167.2319899,1224.2459,648
0.771,13.3,13.11,1116.396502,9365.742468,649
0.765,12.9,13.78,93.67706503,785.881418,650
0.759,12.6,13.39,11.63615139,653.71637,651
0.749,12.3,13.15,650.9567981,5245.421419,652
0.739,12.2,12.73,649.3909871,4919.62869,653
0.773,13.9,3.755,0.0,762.261218,654
0.772,14.0,4.37,13.6691019,75.5199,655
0.773,14.7,4.18,95.67571176,676.15344,656
0.778,15.7,4.16,742.1961992,6425.941119,657
0.78,16.5,4.14,102.0645784,675.92436,658
0.784,17.6,4.13,787.2808163,5676.14143,659
0.782,17.7,4.01,818.8771016,5484.7763,660
0.771,17.1,4.26,708.6157966,5376.447622,661
0.754,16.0,4.13,750.7147641,5184.494227,662
0.732,14.7,4.17,523.4724284,4669.6916,663
0.719,14.2,4.48,518.9359221,3779.577,664
0.705,13.2,4.38,4.484254579,339.716256,665
0.694,12.9,4.39,60.34145124,3192.669378,666
0.692,12.5,4.1,334.7672107,2994.339988,667
0.686,12.3,4.04,322.5863149,2832.188893,668
0.679,12.1,3.92,49.34007756,2741.11542,669
0.854,14.3,3.755,0.0,2375.1127,670
0.85,14.0,0.01,207.3041936,2734.88382,671
0.85,13.8,9.04,212.0859259,2797.96736,672
0.85,13.8,10.55,2159.756205,28951.15556,673
0.847,13.8,10.69,2443.325028,32233.83942,674
0.853,14.6,11.32,283.3300258,3818.46396,675
0.849,14.1,10.8,230.2524184,3215.8159,676
0.844,13.7,12.01,239.6409938,3539.7488,677
0.836,13.5,11.56,1958.525877,31386.63265,678
0.829,13.4,11.47,1700.841534,27169.99256,679
0.826,13.5,11.41,1562.520827,25324.48666,680
0.823,13.4,13.03,1586.724172,23932.49128,681
0.815,13.0,10.62,158.7087399,2293.4789,682
0.805,12.5,11.68,1128.050886,16372.29152,683
0.8,12.4,10.16,100.8086193,1562.92433,684
0.798,12.5,9.56,950.8027925,14672.8826,685
0.677,12.3,12.68,0.0,1693.4531885,686
0.677,12.3,12.45,0.0,1693.4531885,687
0.677,12.3,12.71,0.0,1693.4531885,688
0.677,12.3,12.43,0.0,1693.4531885,689
0.677,12.3,12.69,0.0,1693.4531885,690
0.677,12.3,13.23,0.0,1693.4531885,691
0.677,12.3,13.25,0.0,1693.4531885,692
0.677,12.3,13.43,0.0,1693.4531885,693
0.677,12.3,13.03,0.0,1693.4531885,694
0.677,12.3,13.19,0.0,1693.4531885,695
0.677,12.3,13.24,0.0,1693.4531885,696
0.677,12.3,13.01,0.0,1693.4531885,697
0.677,12.3,13.47,0.0,1693.4531885,698
0.677,12.3,13.36,0.0,1693.4531885,699
0.677,12.3,13.22,0.0,1693.4531885,700
0.677,12.3,3.35,0.0,1693.4531885,701
0.677,12.3,3.61,0.0,1693.4531885,702
0.677,12.3,3.39,0.0,1693.4531885,703
0.677,12.3,3.16,0.0,1693.4531885,704
0.677,12.3,3.28,0.0,1693.4531885,705
0.677,12.3,3.21,0.0,1693.4531885,706
0.677,12.3,2.53,0.0,1693.4531885,707
0.677,12.3,3.52,0.0,1693.4531885,708
0.677,12.3,1.82,0.0,1693.4531885,709
0.677,12.3,1.81,0.0,1693.4531885,710
0.677,12.3,2.13,0.0,1693.4531885,711
0.677,12.3,2.09,0.0,1693.4531885,712
0.677,12.3,1.52,0.0,1693.4531885,713
0.677,12.3,1.53,0.0,1693.4531885,714
0.677,12.3,1.43,0.0,1693.4531885,715
0.677,12.3,1.44,0.0,1693.4531885,716
0.677,12.3,1.83,0.0,1693.4531885,717
0.677,12.3,1.85,0.0,1693.4531885,718
0.677,12.3,1.9,0.0,1693.4531885,719
0.677,12.3,1.98,0.0,1693.4531885,720
0.923,19.2,3.755,0.0,5314.64416,721
0.926,19.2,9.64,10468.76292,62425.5392,722
0.924,18.7,9.5,10261.763,61191.19263,723
0.922,18.4,9.26,928.4170785,5857.521,724
0.91,16.9,10.47,10251.10872,61753.667,725
0.906,16.8,10.28,954.4865933,5841.41122,726
0.906,16.8,10.08,9765.616994,58163.29359,727
0.906,16.8,10.7,10761.18209,64322.6664,728
0.904,16.7,10.99,9703.068121,58487.451,729
0.902,16.9,11.02,850.9544783,5226.99311,730
0.897,16.6,11.28,7627.412444,48799.8237,731
0.893,16.5,11.27,6948.839868,46511.6457,732
0.882,16.3,11.54,650.9813544,4458.7764,733
0.875,16.6,11.34,4801.546125,33228.69291,734
0.862,16.2,11.56,530.4832336,3751.64946,735
0.86,16.5,11.69,508.7496912,3743.55917,736
0.47,6.3,3.755,0.0,1862.167274,737
0.467,6.3,0.38,24.73299655,174.91511,738
0.464,6.3,0.53,229.4410095,1622.637974,739
0.46,6.3,0.52,217.2125786,1536.15685,740
0.451,5.9,0.39,20.35974738,143.986898,741
0.441,5.5,0.44,187.4960097,1325.99724,742
0.436,5.3,0.49,177.2671607,1253.657431,743
0.427,5.0,0.49,171.7686449,1214.77118,744
0.416,4.5,0.45,20.86878709,147.586896,745
0.405,4.3,1.02,121.4812077,965.6693779,746
0.396,4.0,1.23,12.70325933,94.7297489,747
0.388,3.7,1.18,106.0354659,864.184726,748
0.378,3.5,1.02,94.13302875,819.974118,749
0.372,3.3,1.03,13.46662004,792.15412,750
0.363,2.9,0.95,92.4978948,781.2322196,751
0.361,2.9,1.34,91.95075901,768.176767,752
0.718,13.2,3.755,0.0,6468.471648,753
0.712,13.2,5.92,1088.244952,6268.692122,754
0.709,13.2,5.93,97.52211538,627.55544,755
0.706,13.1,5.93,857.1307037,5968.876767,756
0.703,13.0,5.91,843.7876995,5759.643,757
0.697,12.9,6.02,664.5585242,5451.6696,758
0.695,12.9,6.05,587.8828228,4952.67753,759
0.692,12.8,6.12,49.09241952,511.37937,760
0.685,12.7,6.05,74.8217488,4647.31359,761
0.677,12.6,6.2,352.9551269,3836.468771,762
0.668,12.6,5.71,289.7418649,3681.5993,763
0.666,12.5,5.16,182.6162515,2421.9662,764
0.665,12.4,6.32,293.0196601,2372.628827,765
0.66,12.3,6.43,4.67359227,38.46578,766
0.656,12.3,6.13,340.0239945,2862.154836,767
0.651,12.2,6.58,44.79247812,282.4242,768
0.739,14.0,3.755,0.0,625.62224,769
0.737,14.0,3.82,79.11626341,6432.216537,770
0.725,13.4,3.77,59.12850204,674.9829,771
0.717,13.3,3.92,41.88087712,572.14313,772
0.71,13.2,3.99,344.7412164,5223.351763,773
0.703,13.1,3.95,367.9285652,4657.32361,774
0.702,13.1,3.87,282.1440066,4255.56571,775
0.698,13.0,3.76,197.9303077,4274.95265,776
0.696,12.9,3.63,19.60467787,359.71886,777
0.693,12.8,3.52,19.13983284,335.786541,778
0.688,12.8,3.54,18.09317114,321.942547,779
0.682,12.7,3.65,16.37920405,278.557892,780
0.679,12.6,3.69,18.26183281,244.46898,781
0.675,12.5,3.88,187.3843511,2183.966796,782
0.67,12.4,4.13,14.5887403,193.741571,783
0.668,12.4,3.99,84.17527008,1451.29776,784
0.688,13.1,3.755,0.0,1693.4531885,785
0.686,13.1,0.21,0.0,1693.4531885,786
0.681,12.8,0.21,0.0,1693.4531885,787
0.673,12.4,0.23,0.0,1693.4531885,788
0.671,12.4,0.22,0.0,1693.4531885,789
0.665,12.2,0.22,0.0,1693.4531885,790
0.659,12.0,0.21,0.0,1693.4531885,791
0.651,11.9,0.24,0.0,1693.4531885,792
0.644,11.7,0.21,0.0,1693.4531885,793
0.636,11.5,0.18,0.0,1693.4531885,794
0.629,11.4,0.16,0.0,1693.4531885,795
0.623,11.2,0.16,0.0,1693.4531885,796
0.621,11.3,0.15,0.0,1693.4531885,797
0.617,11.2,0.15,0.0,1693.4531885,798
0.612,11.1,0.14,0.0,1693.4531885,799
0.606,11.0,0.14,0.0,1693.4531885,800
0.678,13.2,3.755,0.0,4127.11775,801
0.676,13.2,2.52,665.7260253,3988.771871,802
0.675,13.2,2.42,653.6925016,3895.664491,803
0.67,13.2,2.48,591.7757569,3827.786267,804
0.666,13.0,2.37,549.2783081,3736.58713,805
0.662,12.9,2.36,469.3904193,3474.392445,806
0.662,12.8,2.55,416.4338399,3366.482133,807
0.659,13.4,2.68,53.95949877,357.347674,808
0.657,12.9,2.83,52.30172215,334.83817,809
0.651,12.9,2.77,57.74562629,362.951768,810
0.644,12.7,2.77,440.6027042,2835.281237,811
0.636,12.4,2.9,398.6058322,2632.79942,812
0.628,12.0,3.1,400.1342971,2519.737387,813
0.621,11.8,2.97,29.68529375,248.4125,814
0.615,11.6,2.88,332.1056586,2338.772244,815
0.607,11.3,2.79,353.6690328,2238.4116,816
0.582,9.2,3.755,0.0,1347.31257,817
0.582,9.2,0.01,13.40477417,192.59733,818
0.586,9.2,10.72,156.3907685,2246.9938,819
0.583,9.2,11.89,1500.412635,21557.6528,820
0.58,9.2,10.99,1493.051277,21451.88617,821
0.589,9.2,9.93,1192.696619,17136.44568,822
0.59,9.1,7.97,115.0692415,1653.2937,823
0.592,9.1,8.34,1705.678619,22742.38159,824
0.587,9.0,6.86,1024.519543,15761.83913,825
0.569,9.0,7.28,827.5979335,12732.2759,826
0.563,8.7,7.19,12.0661671,185.63334,827
0.553,8.5,6.28,44.54768305,685.34897,828
0.554,8.4,7.13,309.7834587,3577.176197,829
0.542,8.2,6.01,234.7874207,2711.17114,830
0.527,8.0,5.07,197.7839552,2283.87939,831
0.0,0.0,4.46,14.95451321,172.68491,832
0.418,5.0,3.755,0.0,582.775532,833
0.416,5.0,0.01,0.0,582.775532,834
0.414,5.0,0.01,0.0,582.775532,835
0.41,5.0,0.01,0.0,582.775532,836
0.405,5.0,0.62,20.97991915,582.775532,837
0.404,5.1,0.61,17.35739784,482.14994,838
0.402,5.2,0.63,1.575160196,43.7544499,839
0.406,5.2,0.49,11.76572311,326.825642,840
0.405,5.3,1.23,11.42385961,317.3294336,841
0.405,5.3,0.97,10.60269773,297.828588,842
0.0,5.4,1.07,5.064688968,276.75896,843
0.0,5.0,0.64,10.26097341,287.4222243,844
0.0,4.7,0.56,6.913998013,232.7945459,845
0.0,4.4,0.83,0.703132179,21.7687981,846
0.0,4.3,0.61,5.593619538,215.139213,847
0.0,3.9,0.83,0.735940361,28.1969487,848
0.863,16.5,3.755,0.0,1774.9291,849
0.86,16.5,0.01,2700.07305,19941.45532,850
0.856,16.5,0.01,261.2914808,1929.7746,851
0.85,16.5,0.01,2263.103797,17421.8922,852
0.838,16.4,0.01,2146.945741,17454.84342,853
0.833,16.2,14.97,1802.017593,14638.6482,854
0.836,16.1,15.04,1717.088711,14726.31828,855
0.835,16.1,16.99,225.0723618,1894.5485,856
0.829,16.1,17.87,1904.12469,16586.452,857
0.822,16.1,16.58,244.3510801,12595.4165,858
0.812,15.9,15.52,153.5045263,1338.31322,859
0.805,15.7,15.07,101.1201161,885.465115,860
0.798,15.6,11.64,132.7233922,7174.237415,861
0.791,15.4,11.48,7.806042825,538.347781,862
0.781,15.0,0.01,88.62945822,4498.95727,863
0.764,14.4,0.01,5.34809451,47.32827,864
0.441,8.4,3.755,0.0,645.4637627,865
0.435,8.4,0.01,89.95805845,571.1622759,866
0.427,8.4,1.86,8.313282039,52.1535887,867
0.422,8.4,1.84,86.82551124,468.567249,868
0.411,8.2,1.32,67.77565369,354.8463544,869
0.401,8.1,1.34,67.73374413,341.39992,870
0.393,8.1,1.17,53.77354001,379.7566385,871
0.378,7.6,1.13,38.55783268,325.3825543,872
0.362,7.1,1.06,30.46451811,243.326822,873
0.346,6.6,1.22,22.18952246,193.794956,874
0.325,5.8,0.99,18.03753133,161.6266248,875
0.31,5.4,0.86,1.506962482,135.7623858,876
0.306,5.2,0.79,10.97201912,118.8734466,877
0.298,4.9,0.8,10.82452594,111.3634356,878
0.283,4.3,0.85,1.186227577,12.1789279,879
0.0,3.9,0.88,11.59481766,123.876257,880
0.734,15.3,3.755,0.0,4921.89629,881
0.727,15.2,0.01,50.539484,546.3728,882
0.719,15.0,0.01,460.6487805,4763.68956,883
0.714,14.9,0.01,431.4854874,4546.73854,884
0.709,14.7,0.01,401.7931045,4353.121392,885
0.706,14.6,2.25,62.08343533,3651.966784,886
0.704,14.5,2.31,60.65068446,3369.48247,887
0.7,14.3,1.95,81.04656111,4177.657789,888
0.698,14.2,2.09,5.889526221,478.82327,889
0.695,14.0,2.06,52.1241634,3749.939813,890
0.699,13.9,2.02,64.39203443,3658.63832,891
0.691,13.4,1.63,43.99452464,3332.918533,892
0.689,13.3,1.76,253.8196705,2835.973972,893
0.687,13.3,1.85,206.071686,2259.55796,894
0.683,13.2,1.93,20.7119129,238.891729,895
0.681,13.1,2.05,31.25834616,276.1338,896
0.893,17.0,3.755,0.0,4245.39744,897
0.89,17.0,8.8,6164.455402,49914.61864,898
0.887,17.0,8.97,6115.496624,49638.7713,899
0.884,17.0,9.24,5889.012536,47415.55987,900
0.878,16.9,9.81,71.01620838,579.72415,901
0.874,16.8,9.72,591.6691405,4622.41516,902
0.878,17.0,9.96,579.7384368,4717.15571,903
0.876,17.1,10.26,678.88112,5341.31487,904
0.873,17.2,10.45,6147.1323,48288.5491,905
0.869,17.2,10.15,524.7775227,4112.67651,906
0.864,17.1,9.95,4816.589613,38969.17163,907
0.869,18.3,9.89,4508.806185,37636.11173,908
0.866,18.1,9.31,3869.026302,32816.1688,909
0.863,18.0,9.25,3099.357319,26834.2625,910
0.856,17.7,8.94,2775.33544,24913.24452,911
0.847,17.3,8.59,397.7533689,24253.2542,912
0.894,16.3,3.755,0.0,36526.7711,913
0.89,16.2,11.5,6739.677606,42955.24287,914
0.887,16.2,11.1,6646.953935,42554.1225,915
0.885,16.1,11.5,751.3793553,4838.2444,916
0.882,16.1,11.8,683.9190568,4381.288,917
0.879,16.0,11.7,72.8001211,473.34279,918
0.879,16.0,11.8,6415.35735,41631.13141,919
0.877,16.1,11.9,7002.785925,45413.6571,920
0.873,16.1,12.2,64.73714894,416.58397,921
0.87,16.1,12.4,5689.991931,36544.5853,922
0.86,15.5,12.2,5451.701225,34879.72633,923
0.857,15.5,13.18,5291.234786,33874.74255,924
0.852,15.4,13.49,4572.441963,29691.18158,925
0.851,15.5,13.78,3779.655273,24275.2426,926
0.849,15.6,13.89,3451.185079,22527.31775,927
0.844,15.7,13.63,3410.284431,22465.64184,928
0.694,12.6,3.755,0.0,7388.984144,929
0.687,12.6,0.01,715.2816939,9692.163874,930
0.678,12.5,8.86,154.8758879,9679.742995,931
0.669,12.5,8.3,805.3925284,9774.18117,932
0.664,12.5,8.9,133.5223672,1716.2258,933
0.66,12.5,8.85,145.318282,8754.113376,934
0.652,12.4,8.64,52.31086276,763.66223,935
0.651,12.4,8.75,11.05422474,194.2746,936
0.645,12.4,9.02,545.4389573,8352.81711,937
0.646,12.4,8.01,40.53719812,727.777345,938
0.64,12.4,7.72,353.2438029,6741.293948,939
0.64,12.3,8.13,443.4750634,5685.577736,940
0.638,12.3,6.47,352.232365,4892.11618,941
0.636,12.3,8.34,22.69039905,412.55271,942
0.633,12.3,9.29,183.6980778,3976.14887,943
0.637,12.2,8.87,218.1727473,4116.46693,944
0.45,8.9,3.755,0.0,1693.4531885,945
0.449,8.9,0.01,0.0,1693.4531885,946
0.445,8.9,0.01,0.0,1693.4531885,947
0.44,8.8,0.01,0.0,1693.4531885,948
0.441,8.7,3.41,0.0,1693.4531885,949
0.439,8.8,3.48,0.0,1693.4531885,950
0.434,8.9,2.99,0.0,1693.4531885,951
0.426,8.6,2.79,0.0,1693.4531885,952
0.42,8.4,2.64,0.0,1693.4531885,953
0.415,8.1,2.93,0.0,1693.4531885,954
0.412,7.8,2.26,0.0,1693.4531885,955
0.404,7.6,2.51,0.0,1693.4531885,956
0.395,7.3,2.47,0.0,1693.4531885,957
0.392,7.0,2.08,0.0,1693.4531885,958
0.384,6.8,2.25,0.0,1693.4531885,959
0.377,6.5,2.18,0.0,1693.4531885,960
0.768,13.9,3.755,0.0,3764.64912,961
0.759,13.5,6.13,221.482875,4429.6575,962
0.755,13.5,5.91,180.3787034,4274.376857,963
0.749,13.4,7.71,158.2576025,4142.869175,964
0.742,13.3,8.14,198.94876,3725.63221,965
0.738,13.3,7.24,194.1732658,2964.47734,966
0.734,12.8,6.66,18.5314303,276.588512,967
0.735,13.1,7.17,151.762567,3174.9491,968
0.722,12.5,8.65,106.164686,2492.12878,969
0.714,12.6,6.18,110.1138286,1872.68416,970
0.703,12.2,4.7,9.444875415,153.57521,971
0.694,12.0,3.74,7.132564768,127.367228,972
0.684,11.8,3.36,70.54185252,928.18227,973
0.677,11.8,2.72,60.55818291,779.3845935,974
0.673,11.7,2.76,57.10318825,733.974142,975
0.0,11.4,3.28,47.81704183,691.997711,976
0.924,17.1,3.755,0.0,41176.88158,977
0.92,17.0,11.03,941.7562909,4792.65288,978
0.919,16.9,10.94,895.8779503,4653.91143,979
0.916,16.9,11.18,839.91332,4465.24891,980
0.912,16.8,11.2,869.790735,4681.32796,981
0.907,16.7,11.2,7584.078579,41785.55691,982
0.906,16.7,11.22,7641.270645,41732.7725,983
0.903,16.6,11.36,8285.264655,45699.19832,984
0.898,16.6,11.5,7777.556353,41814.8191,985
0.892,16.5,11.76,6407.535954,36447.87232,986
0.884,16.4,11.67,6012.92584,34696.6292,987
0.877,16.4,11.83,5842.374765,34165.9343,988
0.872,16.3,11.92,582.6157028,3359.95215,989
0.867,16.3,12.25,437.1059663,2525.16445,990
0.86,16.2,12.46,4057.637383,23687.31689,991
0.855,16.2,12.91,4238.540035,23718.7467,992
0.575,11.4,3.755,0.0,1361.11395,993
0.576,11.7,0.01,97.67794571,1432.227943,994
0.57,11.5,0.01,28.66897829,1814.492297,995
0.563,11.2,0.01,151.899429,1629.8222,996
0.554,10.9,1.64,225.2219474,1574.978653,997
0.547,10.5,1.69,195.9824626,1312.67557,998
0.542,10.4,1.76,30.72290501,186.76538,999
0.53,9.8,1.78,161.0106435,1224.41554,1000
0.519,9.1,1.25,3.181373629,19.686718,1001
0.51,8.7,1.7,129.0263364,922.9351677,1002
0.499,8.1,1.5,78.71123825,498.172394,1003
0.491,7.7,1.46,53.23775977,423.1936389,1004
0.489,7.9,1.53,31.09435342,373.2815537,1005
0.484,7.6,1.6,3.336437969,39.484473,1006
0.485,8.0,1.49,25.55981288,273.6596668,1007
0.48,7.7,1.6,20.65432873,263.1124679,1008
0.865,17.2,3.755,0.0,187.78991,1009
0.862,17.2,7.53,2163.043414,21673.7817,1010
0.86,17.1,7.46,2183.106986,21874.8195,1011
0.858,16.8,8.2,2528.992935,22242.68193,1012
0.86,16.7,8.02,3192.887363,25916.29353,1013
0.859,16.4,9.0,3189.754439,26917.75898,1014
0.857,16.2,9.08,372.6854142,2971.973,1015
0.853,15.9,9.51,3682.88717,31997.2821,1016
0.855,16.4,9.67,3632.243121,28827.32636,1017
0.85,16.3,9.42,318.5806628,2481.15781,1018
0.839,15.6,9.95,2785.139364,22551.73574,1019
0.83,15.3,9.56,287.6124519,21955.149,1020
0.823,15.2,9.46,2124.921517,18477.57841,1021
0.811,14.6,8.09,160.8897265,1411.31339,1022
0.801,14.2,8.62,1403.022211,12538.17883,1023
0.794,13.9,8.48,122.1823517,1242.95373,1024
0.751,15.8,3.755,0.0,9212.192824,1025
0.749,15.8,8.42,789.2764615,8569.776998,1026
0.746,15.8,8.25,780.4459281,7955.615985,1027
0.744,15.8,8.07,865.9999782,7583.1872,1028
0.741,15.8,7.84,11.56715633,741.48438,1029
0.0,15.8,7.91,145.8401998,7365.666659,1030
0.0,15.6,8.42,146.4384488,7395.88125,1031
0.0,15.4,8.92,754.9597129,7946.944346,1032
0.0,15.3,9.06,95.19375921,7322.596862,1033
0.0,15.1,9.06,662.2663687,6764.722867,1034
0.0,14.9,8.8,119.5548694,6754.512393,1035
0.0,14.8,8.43,100.965873,5836.17763,1036
0.0,14.6,9.75,77.9454329,5773.73577,1037
0.0,14.4,10.71,513.3465408,5292.232379,1038
0.0,14.3,9.61,81.11355954,519.958715,1039
0.0,14.1,9.4,676.5453878,5117.589923,1040
0.637,10.7,3.755,0.0,3923.573344,1041
0.614,10.7,1.88,657.5282797,3687.763767,1042
0.611,10.7,1.93,582.1469583,3452.828934,1043
0.616,10.6,2.02,484.7187892,3299.65139,1044
0.609,10.5,2.16,457.7745845,3187.845296,1045
0.602,10.5,2.14,443.3248254,2825.5247,1046
0.596,10.4,2.14,445.4423371,2635.753474,1047
0.589,10.4,2.21,472.2234994,2794.22189,1048
0.578,10.1,2.4,380.9632429,2489.955836,1049
0.57,9.8,2.38,352.0244894,2256.56724,1050
0.567,9.6,2.35,41.50845637,277.83438,1051
0.564,9.3,2.4,288.4016258,1872.73783,1052
0.56,9.0,2.45,249.3262948,1753.349471,1053
0.553,8.8,2.41,25.25040918,171.771491,1054
0.546,8.5,2.53,225.0619956,1568.376276,1055
0.539,8.2,2.63,238.7369808,1655.596261,1056
0.414,8.8,3.755,0.0,554.48766,1057
0.412,8.6,0.01,50.57976483,561.997387,1058
0.406,8.5,0.01,5.140668848,54.169324,1059
0.396,8.5,0.01,4.344930862,52.3485646,1060
0.385,8.4,0.22,42.2547904,459.2912,1061
0.38,8.3,0.2,29.74734049,438.7513346,1062
0.376,8.1,0.18,24.84763562,436.6895539,1063
0.371,7.9,0.21,19.68510257,437.4467238,1064
0.364,7.6,0.19,1.399626733,49.456775,1065
0.356,7.1,0.16,10.3839337,296.68382,1066
0.346,6.6,0.21,1.099665984,33.424498,1067
0.325,5.1,0.34,18.93011259,386.3288283,1068
0.338,5.9,0.18,2.39524067,37.1931781,1069
0.329,5.5,0.21,21.3378184,322.811171,1070
0.322,5.1,0.17,19.89790929,315.83983,1071
0.316,4.8,0.17,2.215986136,34.516918,1072
0.421,9.2,3.755,0.0,596.8717189,1073
0.419,9.2,0.01,50.06053544,642.6256154,1074
0.415,9.1,0.01,8.20063742,61.566347,1075
0.416,9.1,0.01,0.948526366,67.7518833,1076
0.41,9.0,3.57,40.45367358,692.69989,1077
0.405,8.9,3.21,53.30782696,543.957418,1078
0.401,8.9,2.55,47.12969266,544.222779,1079
0.398,8.8,2.64,28.30191127,583.5445622,1080
0.394,8.8,2.98,31.06932595,481.694976,1081
0.388,8.3,3.22,21.53374936,418.94454,1082
0.0,8.0,3.1,22.09757984,424.9534585,1083
0.0,7.7,2.58,13.52999556,393.3138244,1084
0.0,7.4,2.16,2.527115422,36.5718585,1085
0.0,7.1,2.47,24.65761755,321.481324,1086
0.0,6.7,2.55,0.868708478,39.486749,1087
0.0,6.4,2.84,6.699418747,297.7519443,1088
0.638,10.3,3.755,0.0,4136.689919,1089
